,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
4126,No,Points,Postcard,High,2,No,Low,2,1,3,Yes,746.0
4127,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1094.5
4128,No,Cash Back,Letter,Medium,1,No,Low,2,1,4,Yes,812.75
4129,No,Cash Back,Postcard,Medium,1,Yes,High,1,0,2,No,968.0
4130,No,Air Miles,Letter,Medium,1,No,Low,2,0,2,No,705.75
4131,No,Cash Back,Letter,Medium,2,No,Low,1,0,2,No,1008.75
4132,No,Cash Back,Postcard,Medium,2,No,High,1,0,4,No,1002.75
4133,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,Yes,1181.0
4134,No,Cash Back,Letter,Low,1,No,Low,1,0,3,No,966.5
4135,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,5,Yes,259.25
4136,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,1061.5
4137,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1305.75
4138,No,Cash Back,Postcard,Low,1,Yes,Low,2,0,4,No,886.0
4139,No,Points,Letter,Medium,1,No,High,3,1,2,Yes,1380.25
4140,No,Cash Back,Letter,Low,1,Yes,High,3,0,6,No,1092.75
4141,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,1634.25
4142,No,Air Miles,Postcard,High,2,No,Low,1,2,3,Yes,1147.5
4143,No,Air Miles,Letter,Medium,1,No,High,1,2,3,Yes,173.0
4144,No,Cash Back,Postcard,Medium,1,No,High,2,0,3,No,900.0
4145,No,Air Miles,Postcard,Low,2,No,High,3,0,4,No,1307.75
4146,No,Cash Back,Postcard,Low,2,No,Medium,1,1,3,Yes,133.5
4147,No,Air Miles,Postcard,Medium,1,No,Medium,1,0,3,No,965.5
4148,No,Points,Letter,Medium,2,No,Low,3,1,3,Yes,1191.75
4149,No,Air Miles,Postcard,Low,1,No,High,1,0,5,No,236.25
4150,No,Points,Postcard,Low,1,Yes,Medium,2,0,3,No,1187.0
4151,No,Air Miles,Postcard,Medium,1,No,Low,1,1,3,Yes,587.75
4152,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,743.25
4153,No,Points,Postcard,Low,3,No,Low,3,0,6,No,968.75
4154,Yes,Points,Postcard,Low,1,No,Low,3,2,3,Yes,860.5
4155,No,Cash Back,Postcard,High,3,No,High,1,1,2,Yes,1315.75
4156,Yes,Air Miles,Postcard,Medium,1,No,Medium,2,1,5,Yes,1126.5
4157,No,Cash Back,Letter,Low,1,Yes,Low,1,0,6,No,978.0
4158,No,Points,Letter,Medium,1,No,High,1,2,4,Yes,1071.25
4159,No,Points,Postcard,Medium,1,No,High,2,1,3,Yes,743.75
4160,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1126.75
4161,No,Air Miles,Letter,Medium,1,No,High,1,0,4,No,217.25
4162,No,Points,Letter,Low,1,No,Low,2,1,6,Yes,783.0
4163,No,Cash Back,Letter,Low,2,Yes,High,2,1,5,Yes,1005.25
4164,No,Cash Back,Letter,Low,2,No,Medium,1,1,2,Yes,878.0
4165,No,Points,Postcard,Medium,1,No,High,1,0,3,No,1062.0
4166,No,Points,Postcard,Medium,2,No,Low,1,0,3,No,1171.5
4167,No,Cash Back,Postcard,Low,1,No,Medium,1,1,3,Yes,79.5
4168,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,1200.75
4169,No,Points,Postcard,High,2,No,Low,2,0,3,No,681.25
4170,No,Cash Back,Letter,Low,2,No,Low,3,0,2,No,929.75
4171,No,Air Miles,Postcard,Low,1,No,High,1,0,4,No,829.25
4172,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1019.75
4173,No,Points,Postcard,Medium,1,No,Low,2,2,5,Yes,141.25
4174,No,Cash Back,Postcard,High,1,Yes,Medium,2,1,3,Yes,959.5
4175,No,Cash Back,Letter,Medium,1,No,Medium,2,0,2,No,229.5
4176,No,Points,Postcard,High,1,No,High,2,0,5,No,814.0
4177,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1081.25
4178,Yes,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,1466.5
4179,No,Cash Back,Letter,Medium,1,No,High,2,0,5,No,1044.75
4180,No,Points,Letter,Low,1,No,High,2,1,3,Yes,1218.0
4181,No,Air Miles,Postcard,High,1,Yes,Low,2,0,1,No,961.5
4182,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,1145.25
4183,No,Cash Back,Letter,High,3,No,High,2,0,5,No,1256.5
4184,Yes,Air Miles,Postcard,Low,1,No,Medium,1,1,3,Yes,1126.25
4185,No,Points,Postcard,Low,1,No,Medium,2,0,4,No,332.5
4186,No,Points,Postcard,Medium,1,No,Low,3,0,2,No,1092.5
4187,No,Cash Back,Postcard,Medium,2,Yes,Low,3,1,4,Yes,1085.75
4188,No,Air Miles,Postcard,High,1,No,Low,3,1,5,Yes,1339.25
4189,No,Cash Back,Postcard,Low,1,No,Low,3,0,2,No,1015.5
4190,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,895.0
4191,No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,924.25
4192,No,Points,Letter,High,1,No,Medium,3,1,3,Yes,1151.25
4193,No,Cash Back,Postcard,High,1,No,Medium,1,0,3,No,1381.5
4194,No,Cash Back,Letter,High,1,No,Low,2,0,3,No,1251.5
4195,No,Air Miles,Letter,High,1,No,Medium,3,0,3,No,1168.25
4196,No,Air Miles,Letter,High,2,No,Medium,2,0,3,No,1000.5
4197,No,Cash Back,Letter,Medium,2,No,Low,1,0,4,No,854.25
4198,No,Air Miles,Letter,Medium,2,No,Medium,2,1,4,Yes,283.5
4199,No,Air Miles,Postcard,High,1,No,High,2,2,3,Yes,966.5
4200,No,Cash Back,Postcard,Medium,1,No,High,2,1,3,Yes,719.5
4201,No,Air Miles,Postcard,Medium,1,No,High,1,1,4,Yes,1208.25
4202,No,Cash Back,Postcard,Medium,1,No,High,1,0,2,No,828.75
4203,No,Air Miles,Letter,Medium,1,No,High,2,0,4,No,250.0
4204,No,Points,Letter,Low,2,No,Medium,1,0,4,No,1053.5
4205,Yes,Air Miles,Letter,Medium,1,No,Low,3,0,3,No,230.25
4206,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,1266.5
4207,No,Cash Back,Letter,Medium,1,No,High,1,0,3,No,1067.75
4208,No,Points,Postcard,High,1,No,High,1,0,2,No,1472.25
4209,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,231.25
4210,No,Cash Back,Letter,Medium,1,Yes,Low,1,0,2,No,128.25
4211,No,Points,Postcard,Medium,1,No,High,1,0,3,No,1068.25
4212,No,Points,Letter,High,2,No,High,1,1,3,Yes,1014.75
4213,No,Cash Back,Letter,Medium,1,No,Medium,1,0,4,No,969.0
4214,No,Air Miles,Letter,Low,2,No,Medium,2,0,3,No,1016.75
4215,No,Air Miles,Letter,High,1,Yes,Medium,1,0,5,No,1222.5
4216,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,268.25
4217,Yes,Cash Back,Postcard,Medium,1,No,Low,1,0,3,No,298.5
4218,No,Points,Postcard,Medium,1,No,Medium,1,1,4,Yes,1048.25
4219,No,Air Miles,Postcard,High,3,No,Medium,2,1,3,Yes,1063.5
4220,Yes,Points,Postcard,High,1,No,Low,3,2,4,Yes,75.75
4221,No,Points,Postcard,High,1,No,Low,1,1,4,Yes,678.75
4222,No,Cash Back,Postcard,Low,1,No,Low,2,1,3,Yes,1112.5
4223,No,Cash Back,Postcard,Medium,1,No,Low,1,1,4,Yes,1350.5
4224,No,Points,Letter,Medium,1,No,Medium,1,1,4,Yes,863.75
4225,No,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,981.25
4226,Yes,Points,Postcard,Low,1,No,Medium,4,1,4,Yes,638.0
4227,No,Cash Back,Postcard,Low,1,No,Medium,3,1,4,Yes,1014.0
4228,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,3,Yes,1371.75
4229,No,Air Miles,Postcard,Medium,1,No,Medium,1,0,4,No,1099.25
4230,No,Cash Back,Postcard,High,1,Yes,Medium,1,0,3,No,1257.25
4231,No,Points,Letter,Medium,1,Yes,Low,3,2,5,Yes,292.5
4232,No,Cash Back,Letter,Medium,1,No,Medium,1,0,4,No,1026.0
4233,No,Points,Letter,Low,1,No,Medium,1,0,3,No,618.0
4234,No,Cash Back,Postcard,Medium,1,Yes,Low,3,0,3,No,1506.75
4235,No,Air Miles,Postcard,Low,1,Yes,Medium,2,1,5,Yes,1140.5
4236,No,Cash Back,Letter,High,2,No,Low,2,1,6,Yes,1675.25
4237,No,Cash Back,Postcard,High,2,No,High,2,1,3,Yes,1107.5
4238,No,Points,Postcard,Low,1,Yes,High,1,1,3,Yes,1043.0
4239,No,Cash Back,Postcard,Low,1,No,Medium,2,1,4,Yes,1011.25
4240,No,Points,Postcard,Low,1,No,Medium,1,1,5,Yes,754.5
4241,No,Air Miles,Postcard,High,1,No,High,2,1,3,Yes,1224.5
4242,No,Air Miles,Postcard,Medium,1,No,Low,1,0,4,No,643.25
4243,No,Air Miles,Postcard,Medium,2,Yes,High,1,0,3,No,729.25
4244,No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,361.5
4245,No,Air Miles,Postcard,High,2,No,Low,2,1,3,Yes,1153.75
4246,No,Points,Postcard,High,1,No,High,2,3,4,Yes,283.75
4247,No,Points,Letter,Low,1,No,Low,1,1,5,Yes,945.25
4248,No,Points,Letter,Medium,1,No,High,1,0,6,No,1252.0
4249,No,Cash Back,Postcard,High,2,No,Low,1,0,4,No,996.5
4250,No,Cash Back,Postcard,High,1,No,High,2,0,4,No,813.25
4251,No,Cash Back,Letter,Medium,2,No,Low,2,2,3,Yes,1091.75
4252,No,Cash Back,Letter,High,1,No,High,2,1,5,Yes,709.25
4253,No,Cash Back,Letter,Medium,2,No,Low,1,2,5,Yes,743.25
4254,Yes,Cash Back,Postcard,Low,1,No,Low,3,0,3,No,274.25
4255,No,Air Miles,Letter,Medium,1,No,High,1,1,5,Yes,1017.0
4256,No,Air Miles,Letter,Low,1,No,Medium,2,0,3,No,322.5
4257,No,Air Miles,Postcard,High,2,No,Medium,2,2,4,Yes,269.5
4258,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,0,2,No,1005.75
4259,No,Points,Postcard,High,1,No,Medium,1,1,3,Yes,232.0
4260,No,Cash Back,Letter,Low,2,No,Medium,3,0,5,No,756.5
4261,No,Cash Back,Postcard,High,2,No,Low,1,0,3,No,208.25
4262,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,1013.0
4263,Yes,Air Miles,Postcard,High,2,No,Low,3,1,3,Yes,832.5
4264,No,Cash Back,Postcard,High,1,No,High,1,0,3,No,1070.5
4265,No,Cash Back,Letter,Medium,1,Yes,Medium,2,1,4,Yes,990.0
4266,No,Cash Back,Letter,Medium,2,No,Low,2,1,3,Yes,997.25
4267,No,Air Miles,Postcard,Medium,2,No,Low,1,1,4,Yes,1026.5
4268,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,5,Yes,1049.0
4269,No,Air Miles,Letter,Low,1,No,Low,3,1,5,Yes,1369.5
4270,No,Points,Postcard,Low,2,No,High,2,1,5,Yes,738.25
4271,No,Cash Back,Letter,High,2,No,Low,2,1,4,Yes,1139.5
4272,No,Cash Back,Postcard,Low,1,Yes,Low,1,0,2,No,1042.25
4273,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1167.75
4274,No,Air Miles,Letter,High,3,Yes,Low,1,1,5,Yes,944.25
4275,No,Cash Back,Postcard,High,1,No,Low,2,0,5,No,1150.25
4276,No,Cash Back,Postcard,Low,2,No,Low,3,0,5,No,271.25
4277,No,Air Miles,Postcard,Medium,1,No,Medium,1,1,3,Yes,1094.75
4278,No,Points,Postcard,Medium,1,No,Low,2,1,4,Yes,727.75
4279,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,153.5
4280,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1031.75
4281,Yes,Air Miles,Postcard,High,1,No,Low,1,0,4,No,1647.25
4282,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,700.0
4283,No,Points,Letter,Medium,2,Yes,High,1,2,5,Yes,863.75
4284,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,4,Yes,996.5
4285,No,Points,Letter,High,2,No,High,2,1,3,Yes,1020.5
4286,No,Points,Letter,Medium,1,Yes,Medium,1,1,3,Yes,1188.0
4287,No,Air Miles,Postcard,High,1,No,Low,2,1,5,Yes,764.5
4288,No,Cash Back,Letter,High,2,No,High,4,1,5,Yes,1007.0
4289,No,Cash Back,Letter,Low,2,No,Low,3,1,4,Yes,189.25
4290,No,Points,Postcard,Medium,1,No,Low,3,2,4,Yes,984.25
4291,No,Air Miles,Letter,Medium,1,No,Low,2,0,4,No,956.25
4292,No,Air Miles,Letter,Medium,2,No,High,1,1,4,Yes,772.25
4293,No,Cash Back,Postcard,High,3,No,High,2,2,5,Yes,1834.5
4294,No,Air Miles,Postcard,Medium,2,No,High,4,1,5,Yes,1337.5
4295,No,Cash Back,Postcard,High,2,No,Medium,1,1,3,Yes,980.5
4296,No,Cash Back,Postcard,Low,2,No,High,2,1,3,Yes,1092.0
4297,No,Cash Back,Letter,High,1,No,High,3,1,5,Yes,1365.75
4298,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1141.0
4299,No,Air Miles,Letter,Medium,2,No,High,2,1,3,Yes,1048.5
4300,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,Yes,890.0
4301,Yes,Air Miles,Postcard,High,1,No,High,2,0,5,No,1016.5
4302,No,Points,Postcard,Low,1,No,Low,3,2,2,Yes,97.5
4303,No,Air Miles,Postcard,Medium,1,No,Low,1,0,2,No,1003.75
4304,No,Points,Postcard,Medium,1,No,Medium,3,1,5,Yes,973.5
4305,No,Points,Postcard,Low,1,No,Low,2,2,4,Yes,910.75
4306,No,Air Miles,Postcard,Low,1,No,High,2,1,2,Yes,704.25
4307,No,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,1283.25
4308,No,Air Miles,Postcard,High,1,No,High,3,2,3,Yes,1024.0
4309,No,Air Miles,Letter,Low,2,Yes,Medium,2,0,3,No,1083.5
4310,Yes,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,985.0
4311,No,Air Miles,Letter,Low,1,No,Medium,3,0,3,No,588.25
4312,No,Cash Back,Letter,Low,1,No,Medium,2,1,2,Yes,1112.0
4313,No,Points,Postcard,Medium,1,No,Low,3,1,4,Yes,1066.0
4314,No,Cash Back,Letter,High,1,No,High,3,1,3,Yes,1189.0
4315,Yes,Air Miles,Postcard,High,1,No,High,2,0,3,No,1143.25
4316,Yes,Air Miles,Letter,Low,2,No,High,2,1,5,Yes,1203.0
4317,No,Points,Postcard,Low,1,Yes,Medium,2,1,3,Yes,1270.25
4318,No,Air Miles,Letter,Medium,1,No,Low,1,0,4,No,1063.0
4319,No,Points,Postcard,Medium,1,No,Medium,1,2,5,Yes,689.0
4320,No,Air Miles,Postcard,High,1,No,High,2,1,4,Yes,869.75
4321,No,Cash Back,Postcard,Medium,1,No,High,3,2,3,Yes,917.25
4322,No,Cash Back,Letter,High,1,No,Medium,1,1,3,Yes,1084.25
4323,No,Air Miles,Postcard,Low,1,No,High,1,1,3,Yes,1342.25
4324,No,Cash Back,Postcard,Medium,1,No,Low,2,0,4,No,250.5
4325,No,Points,Postcard,Medium,2,Yes,Low,3,1,3,Yes,1117.0
4326,No,Cash Back,Letter,Low,1,No,Low,1,0,3,No,1078.5
4327,No,Air Miles,Postcard,Medium,1,No,Low,3,0,5,No,279.5
4328,No,Air Miles,Letter,Medium,1,No,High,2,1,3,Yes,977.5
4329,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,2,Yes,995.75
4330,No,Points,Letter,High,1,No,Medium,2,1,5,Yes,1015.5
4331,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,1200.5
4332,No,Points,Postcard,Medium,1,No,High,2,1,2,Yes,838.5
4333,No,Cash Back,Postcard,Low,1,No,Low,3,0,3,No,1102.0
4334,No,Air Miles,Letter,Medium,1,No,Low,3,1,6,Yes,273.75
4335,No,Cash Back,Postcard,Medium,2,No,Low,2,0,5,No,79.0
4336,No,Points,Postcard,Low,1,No,High,2,0,4,No,1172.25
4337,No,Points,Letter,Medium,2,No,Medium,1,1,4,Yes,793.75
4338,No,Points,Postcard,Medium,1,No,High,1,0,4,No,1336.25
4339,No,Air Miles,Postcard,Low,1,No,High,3,1,4,Yes,174.0
4340,No,Air Miles,Letter,Low,1,Yes,High,2,1,3,Yes,659.0
4341,No,Cash Back,Postcard,Medium,1,No,High,2,1,5,Yes,1238.75
4342,No,Points,Postcard,High,2,No,Low,1,0,3,No,731.0
4343,No,Points,Letter,High,1,No,Low,3,2,2,Yes,1136.25
4344,No,Air Miles,Letter,High,1,No,High,1,1,4,Yes,1167.5
4345,No,Air Miles,Letter,High,2,No,Low,2,0,3,No,1118.0
4346,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,1184.5
4347,No,Air Miles,Letter,High,1,No,Low,2,0,6,No,1185.25
4348,No,Air Miles,Letter,Medium,2,No,Low,4,0,6,No,1090.5
4349,No,Points,Letter,High,1,No,High,1,1,3,Yes,1161.75
4350,No,Points,Letter,Medium,1,No,High,3,1,3,Yes,992.0
4351,No,Points,Letter,Medium,2,No,Medium,2,1,5,Yes,998.0
4352,No,Air Miles,Postcard,High,2,No,Medium,3,0,3,No,768.5
4353,No,Points,Letter,Low,1,No,Medium,1,1,4,Yes,844.75
4354,No,Cash Back,Letter,Medium,1,No,High,1,1,5,Yes,1026.75
4355,No,Air Miles,Letter,Medium,1,No,Low,3,1,2,Yes,1007.75
4356,No,Cash Back,Letter,High,1,No,Low,2,2,5,Yes,642.5
4357,No,Air Miles,Letter,High,2,No,Low,2,0,4,No,1137.25
4358,No,Points,Postcard,High,1,No,Medium,3,1,2,Yes,1186.75
4359,No,Points,Postcard,Low,1,No,Low,1,0,3,No,317.5
4360,No,Air Miles,Postcard,Low,1,No,Medium,3,0,4,No,958.75
4361,No,Air Miles,Postcard,High,2,No,Low,2,2,4,Yes,1004.0
4362,No,Air Miles,Postcard,Medium,1,No,Low,1,0,6,No,1001.25
4363,No,Cash Back,Letter,High,1,No,Medium,3,1,3,Yes,799.25
4364,No,Points,Letter,High,1,No,Medium,2,2,4,Yes,1068.25
4365,No,Cash Back,Letter,High,1,No,High,1,1,3,Yes,297.75
4366,No,Points,Postcard,High,1,No,High,3,0,1,No,1173.25
4367,No,Air Miles,Letter,Medium,1,No,Medium,2,0,4,No,194.0
4368,No,Air Miles,Postcard,Medium,1,No,Medium,3,1,3,Yes,865.75
4369,No,Air Miles,Letter,Low,1,No,Low,2,1,4,Yes,1079.75
4370,No,Cash Back,Letter,High,1,No,High,1,1,2,Yes,736.0
4371,No,Air Miles,Postcard,Medium,1,Yes,High,2,2,3,Yes,1062.0
4372,No,Cash Back,Letter,Medium,1,No,Medium,1,1,4,Yes,1060.0
4373,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,810.0
4374,No,Points,Postcard,Medium,2,No,Medium,3,1,4,Yes,706.5
4375,No,Air Miles,Letter,Medium,1,No,High,4,2,3,Yes,1174.5
4376,No,Air Miles,Letter,Medium,1,No,High,1,1,4,Yes,1019.25
4377,No,Cash Back,Letter,High,1,No,Medium,1,0,5,No,1269.75
4378,No,Points,Letter,Medium,1,No,Low,3,1,2,Yes,743.25
4379,No,Cash Back,Postcard,Medium,1,No,Low,2,1,3,Yes,1040.25
4380,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,912.0
4381,No,Points,Postcard,High,1,Yes,Medium,3,0,4,No,1005.5
4382,No,Air Miles,Letter,High,1,No,Medium,1,1,3,Yes,1132.0
4383,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1200.5
4384,No,Points,Letter,Medium,1,No,High,2,0,4,No,702.0
4385,No,Air Miles,Letter,Medium,1,Yes,High,1,1,2,Yes,1279.0
4386,No,Air Miles,Letter,Medium,1,No,High,3,1,1,Yes,1228.25
4387,No,Cash Back,Letter,High,2,No,Low,3,1,4,Yes,288.0
4388,No,Cash Back,Postcard,High,1,No,High,3,1,5,Yes,972.0
4389,No,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1087.75
4390,No,Points,Postcard,Medium,1,No,Medium,2,1,3,Yes,747.0
4391,No,Points,Letter,Low,1,No,High,1,3,5,Yes,970.5
4392,No,Air Miles,Letter,Medium,1,No,Low,2,2,5,Yes,1020.75
4393,No,Points,Letter,High,2,No,High,2,1,5,Yes,887.5
4394,No,Air Miles,Letter,Medium,1,Yes,High,2,0,5,No,959.0
4395,Yes,Cash Back,Postcard,Low,1,No,Low,3,2,5,Yes,1054.75
4396,No,Points,Postcard,Medium,1,No,High,2,2,5,Yes,824.5
4397,No,Air Miles,Postcard,Medium,2,No,High,2,1,5,Yes,945.0
4398,No,Points,Letter,Medium,1,No,High,2,1,2,Yes,789.0
4399,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,915.5
4400,No,Cash Back,Postcard,High,1,No,Low,1,2,5,Yes,687.5
4401,No,Points,Letter,Medium,1,No,High,2,1,3,Yes,662.25
4402,No,Cash Back,Postcard,Low,1,No,Low,3,1,4,Yes,1207.25
4403,No,Air Miles,Letter,Medium,2,No,Low,3,0,2,No,1022.5
4404,No,Air Miles,Letter,Medium,1,No,High,3,0,4,No,1232.75
4405,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,731.25
4406,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,1307.5
4407,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,622.75
4408,No,Cash Back,Postcard,High,2,No,Low,1,1,4,Yes,1010.75
4409,No,Points,Postcard,Medium,1,No,Medium,1,1,2,Yes,963.75
4410,No,Points,Postcard,Medium,1,Yes,Low,2,0,3,No,1209.5
4411,No,Points,Postcard,Medium,1,No,High,3,1,5,Yes,882.5
4412,No,Cash Back,Letter,High,2,No,High,2,1,5,Yes,1261.0
4413,No,Cash Back,Letter,Low,2,No,High,1,0,2,No,155.0
4414,No,Cash Back,Postcard,Medium,1,No,High,2,2,2,Yes,1175.25
4415,Yes,Cash Back,Letter,Low,1,No,Medium,2,1,3,Yes,975.0
4416,No,Points,Letter,Low,1,Yes,Medium,2,1,4,Yes,1017.5
4417,No,Cash Back,Postcard,Medium,1,Yes,Low,2,1,1,Yes,162.75
4418,No,Air Miles,Letter,Low,1,Yes,High,2,1,4,Yes,157.75
4419,No,Cash Back,Postcard,Medium,2,No,Low,2,0,4,No,873.25
4420,No,Points,Postcard,Medium,1,No,High,1,2,3,Yes,1118.0
4421,No,Cash Back,Letter,Low,1,No,Low,3,1,2,Yes,960.75
4422,No,Cash Back,Postcard,High,1,No,Low,2,2,2,Yes,1002.25
4423,No,Cash Back,Postcard,Medium,1,No,High,2,1,4,Yes,281.25
4424,No,Cash Back,Postcard,Medium,1,No,Low,2,1,4,Yes,1071.75
4425,No,Cash Back,Letter,Low,1,No,Low,2,0,5,No,699.25
4426,No,Points,Postcard,Low,1,No,High,2,1,5,Yes,873.25
4427,No,Air Miles,Postcard,Medium,1,No,High,3,1,3,Yes,1300.5
4428,No,Air Miles,Letter,Medium,3,No,High,2,0,3,No,981.5
4429,No,Cash Back,Letter,Medium,2,No,Medium,2,1,5,Yes,1121.0
4430,No,Air Miles,Letter,Medium,2,Yes,Medium,3,2,1,Yes,818.75
4431,No,Points,Letter,Medium,1,No,High,2,1,4,Yes,354.75
4432,No,Air Miles,Letter,Medium,1,No,High,3,1,4,Yes,295.0
4433,No,Air Miles,Letter,High,2,No,Low,2,0,2,No,175.75
4434,No,Cash Back,Postcard,High,1,No,High,1,0,2,No,1172.5
4435,No,Air Miles,Postcard,Medium,1,No,Medium,2,1,2,Yes,846.25
4436,No,Points,Letter,Low,1,No,High,2,0,5,No,1838.5
4437,No,Cash Back,Postcard,Medium,2,No,Low,3,1,4,Yes,1161.75
4438,No,Cash Back,Postcard,Medium,2,No,High,3,1,3,Yes,1304.25
4439,No,Cash Back,Letter,Medium,3,No,High,1,1,2,Yes,1265.5
4440,No,Cash Back,Letter,Medium,1,No,Low,2,0,4,No,823.5
4441,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,Yes,146.0
4442,No,Cash Back,Letter,High,2,No,Low,2,1,3,Yes,1382.0
4443,No,Air Miles,Letter,Medium,1,No,High,2,0,6,No,127.75
4444,No,Cash Back,Letter,High,2,No,High,1,0,3,No,791.25
4445,Yes,Points,Postcard,Medium,1,No,Medium,1,0,4,No,1199.5
4446,No,Cash Back,Letter,Medium,1,Yes,High,2,0,4,No,1088.0
4447,No,Points,Postcard,High,2,No,Medium,2,0,5,No,705.75
4448,No,Points,Postcard,Medium,1,No,High,2,0,5,No,1254.5
4449,No,Air Miles,Postcard,High,2,Yes,Medium,1,0,4,No,119.0
4450,No,Points,Postcard,High,1,No,Low,2,1,4,Yes,1324.25
4451,No,Cash Back,Letter,High,1,No,High,2,0,3,No,974.5
4452,No,Air Miles,Postcard,High,1,No,High,1,0,2,No,964.75
4453,No,Air Miles,Postcard,High,1,No,Medium,4,0,3,No,1015.0
4454,No,Cash Back,Postcard,Medium,1,No,Medium,4,1,3,Yes,696.5
4455,No,Air Miles,Letter,Medium,1,No,Medium,1,0,4,No,1261.25
4456,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,744.75
4457,No,Points,Letter,Low,2,No,Low,2,2,4,Yes,1357.75
4458,No,Air Miles,Letter,High,1,Yes,Low,2,0,3,No,952.75
4459,No,Points,Postcard,High,1,No,Low,1,1,3,Yes,1052.5
4460,Yes,Points,Letter,Low,2,No,Low,1,1,4,Yes,628.75
4461,No,Points,Postcard,High,1,No,Medium,2,1,3,Yes,1101.75
4462,No,Cash Back,Postcard,High,1,Yes,High,2,1,3,Yes,787.5
4463,No,Cash Back,Letter,Medium,1,No,Low,1,2,5,Yes,1174.0
4464,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1153.5
4465,No,Points,Letter,Medium,1,No,High,4,1,4,Yes,1024.0
4466,No,Cash Back,Letter,Low,1,No,High,1,2,4,Yes,1367.5
4467,No,Points,Letter,Medium,1,No,Low,1,1,3,Yes,677.0
4468,No,Cash Back,Postcard,Medium,2,No,Medium,1,1,2,Yes,940.5
4469,No,Points,Letter,High,2,No,Low,3,0,2,No,230.0
4470,No,Points,Letter,Medium,1,No,Low,2,0,2,No,921.0
4471,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,1216.5
4472,No,Cash Back,Postcard,Low,1,No,Low,3,1,5,Yes,1057.0
4473,No,Points,Postcard,Medium,1,Yes,Medium,1,1,2,Yes,1039.5
4474,No,Air Miles,Letter,High,1,No,Low,2,0,5,No,882.5
4475,Yes,Air Miles,Letter,Low,1,No,Low,1,0,3,No,1039.5
4476,No,Air Miles,Postcard,Medium,2,No,High,2,2,5,Yes,1271.0
4477,No,Cash Back,Postcard,Medium,2,No,Low,1,0,3,No,287.75
4478,No,Air Miles,Postcard,Low,1,Yes,Low,2,2,5,Yes,970.75
4479,No,Points,Letter,Medium,1,No,Low,3,0,6,No,196.25
4480,No,Cash Back,Letter,High,2,No,High,2,1,4,Yes,959.5
4481,No,Points,Postcard,Low,1,No,High,2,2,4,Yes,751.75
4482,No,Air Miles,Postcard,High,2,No,High,2,1,5,Yes,765.5
4483,No,Cash Back,Letter,High,2,No,High,1,1,3,Yes,958.25
